run,row,task,baseline_nll,ablated_nll,delta_nll,delta_token_accuracy
r1-A,4,ROTATE,0.7719445099149431,0.7719581403051103,1.3630390167218565e-05,0.0
r1-A,4,INC,1.236631940773555,1.2366522284916468,2.0287718091482887e-05,0.0
r1-A,4,SWAP,0.8006927643503462,0.8006800201960972,-1.274415424901143e-05,0.0
r1-A,4,REVERSE_ROTATE,1.1029923411778042,1.1030404210090636,4.807983125942883e-05,0.0
r1-A,4,REVERSE_INC,1.0678892207145692,1.0678777769633705,-1.1443751198880747e-05,-0.0016666666666667
r1-A,4,REVERSE_SWAP,1.083814995629447,1.0837951946258544,-1.980100359255665e-05,0.0
r1-A,4,ROTATE_INC,0.8147636124065945,0.8147259061677116,-3.770623888288416e-05,0.0
r1-A,4,ROTATE_SWAP,1.0272706944601877,1.027276840209961,6.145749773311948e-06,0.0
r1-A,4,INC_SWAP,0.7054150516646249,0.7053692643983024,-4.578726632253893e-05,0.0
r1-A,5,REVERSE,0.9500566877637592,0.9500382239477976,-1.8463815961600183e-05,0.0
r1-A,5,ROTATE,0.7719445099149431,0.7719702931812832,2.578326634006256e-05,0.0
r1-A,5,INC,1.236631940773555,1.2366353048597063,3.3640861509809383e-06,0.0
r1-A,5,SWAP,0.8006927643503462,0.8007086385999407,1.5874249594483025e-05,0.0
r1-A,5,REVERSE_ROTATE,1.1029923411778042,1.103006684439523,1.4343261718785529e-05,0.0
r1-A,5,REVERSE_INC,1.0678892207145692,1.0679082894325256,1.9068717956427506e-05,-0.0016666666666667
r1-A,5,REVERSE_SWAP,1.083814995629447,1.0837786293029783,-3.6366326468417753e-05,0.0
r1-A,5,ROTATE_INC,0.8147636124065945,0.8147460331235613,-1.7579283033142268e-05,0.0
r1-A,5,ROTATE_SWAP,1.0272706944601877,1.0272530262810844,-1.7668179103313975e-05,0.0
r1-A,5,INC_SWAP,0.7054150516646249,0.7054127560343061,-2.295630318838171e-06,0.0
r1-A,6,REVERSE,0.9500566877637592,0.9500578451156616,1.1573519025365189e-06,0.0
r1-A,6,ROTATE,0.7719445099149431,0.7719800686836242,3.5558768681109854e-05,0.0
r1-A,6,INC,1.236631940773555,1.236656654562269,2.471378871371499e-05,0.0
r1-A,6,SWAP,0.8006927643503462,0.8007060350690569,1.3270718710711726e-05,0.0
r1-A,6,REVERSE_ROTATE,1.1029923411778042,1.102960071563721,-3.226961408353546e-05,0.0
r1-A,6,REVERSE_INC,1.0678892207145692,1.0679044253485543,1.5204633985188565e-05,-0.0016666666666667
r1-A,6,REVERSE_SWAP,1.083814995629447,1.083802326747349,-1.2668882097610634e-05,0.0
r1-A,6,ROTATE_INC,0.8147636124065945,0.8147323935372489,-3.1218869345539524e-05,0.0
r1-A,6,ROTATE_SWAP,1.0272706944601877,1.027232395580837,-3.82988793510286e-05,0.0
r1-A,6,INC_SWAP,0.7054150516646249,0.70540912934712,-5.922317504958308e-06,0.0
r1-A,7,REVERSE,0.9500566877637592,0.9500549047333854,-1.7830303736809938e-06,0.0
r1-A,7,ROTATE,0.7719445099149431,0.7719750240870884,3.051417214527952e-05,0.0
r1-A,7,INC,1.236631940773555,1.2366467581476484,1.481737409303463e-05,0.0
r1-A,7,SWAP,0.8006927643503462,0.8006940947260175,1.33037567129346e-06,0.0
r1-A,7,REVERSE_ROTATE,1.1029923411778042,1.1030012038775854,8.86269978117582e-06,0.0
r1-A,7,REVERSE_INC,1.0678892207145692,1.0679086978094918,1.94770949226708e-05,0.0
r1-A,7,REVERSE_SWAP,1.083814995629447,1.08380884715489,-6.148474557043926e-06,0.0
r1-A,7,ROTATE_INC,0.8147636124065945,0.8147472568920681,-1.6355514526389392e-05,0.0
